ID	State FIP	County FIP 	Median Home Value	Median Home Value Margin of Error	Median Gross Rent	Median Gross Rent Margin of Error	Total Housing Units	Total Margin of Error	Total Occupied Housing Units	Occupied Margin of Error (percent)	Total Vacant Housing Units	Vacant Margin of Error (percent)	Latitude	Longitude
2728	48	407	209300	19721	1060	83	15011	25	10881	437	4130	439	+30.5743884	-095.1631363
2729	48	409	192400	8277	1291	83	30435	78	25334	530	5101	542	+28.0117944	-097.5171566
2730	48	411	168700	10420	958	42	2835	31	2090	131	745	121	+31.1551375	-098.8192922
2731	48	413	122700	41159	660	151	1287	11	964	100	323	101	+30.8962331	-100.5272161
2732	48	415	113800	17969	1020	248	6881	39	5876	171	1005	175	+32.7443531	-100.9133465
2733	48	417	174800	41116	718	224	1575	13	1293	74	282	72	+32.7438198	-099.3470045
2734	48	419	101500	16744	781	42	11584	24	9366	326	2218	326	+31.7901394	-094.1425794
2735	48	421	146900	17652	835	481	1135	63	843	82	292	70	+36.2785929	-101.8992648
2736	48	423	240700	5783	1238	35	99673	61	83134	1163	16539	1144	+32.3751053	-095.2689389
2737	48	425	289500	43857	773	186	4017	23	3713	148	304	150	+32.2180714	-097.7692170
2738	48	427	95100	7540	726	32	23139	29	19157	453	3982	452	+26.5309027	-098.7402346
2739	48	429	110200	19332	846	66	4676	28	3623	242	1053	234	+32.7380521	-098.8393443
2740	48	431	147000	100552	952	73	524	69	399	66	125	37	+31.8357735	-101.0549114
2741	48	433	48600	42933	613	306	791	79	513	70	278	58	+33.1795797	-100.2538069
2742	48	435	155700	43718	772	152	1766	175	1273	183	493	131	+30.5221852	-100.5133594
2743	48	437	86300	6700	783	41	3029	27	2383	158	646	153	+34.5263193	-101.7438647
2744	48	439	323900	2341	1547	11	843257	273	782419	2389	60838	2272	+32.7721191	-097.2912241
2745	48	441	198600	8142	1159	24	62198	284	54934	776	7264	654	+32.2971255	-099.8904299
2746	48	443	137500	56999	-666666666	-222222222	639	156	451	147	188	60	+30.2323427	-102.0725126
2747	48	445	105400	11599	817	62	4789	25	4297	173	492	170	+33.1712290	-102.3392840
2748	48	447	89500	16050	878	148	991	59	737	60	254	51	+33.1706954	-099.2057960
2749	48	449	174000	11836	907	60	12146	36	11156	193	990	191	+33.2145990	-094.9667825
2750	48	451	197000	7000	1154	41	52318	86	46756	659	5562	651	+31.3982946	-100.4638499
2751	48	453	523000	6613	1744	13	618236	232	583747	1810	34489	1774	+30.2395128	-097.6912697
2752	48	455	119500	19539	856	62	8326	19	6078	265	2248	267	+31.0966750	-095.1516869
2753	48	457	157300	10128	1049	47	9518	40	7145	277	2373	278	+30.7692953	-094.3756561
2754	48	459	167800	9946	995	88	17519	98	15583	300	1936	286	+32.7353495	-094.9411837
2755	48	461	109000	12815	720	340	1683	85	1360	106	323	71	+31.3538163	-102.0415461
2756	48	463	150800	14707	981	85	10095	21	8417	344	1678	343	+29.3503081	-099.7684270
2757	48	465	164600	6688	994	84	18711	51	16810	386	1901	388	+29.8752853	-101.1433237
2758	48	467	222100	12627	1066	65	25903	46	22682	541	3221	537	+32.5587866	-095.8369057
2759	48	469	209900	6792	1157	34	39481	43	34855	543	4626	544	+28.7963699	-096.9711977
2760	48	471	226900	9284	1031	60	30383	133	26017	686	4366	674	+30.7431631	-095.5698246
2761	48	473	318700	20659	1169	86	20345	45	18342	320	2003	321	+30.0135901	-095.9821493
2762	48	475	150700	21680	1118	123	5165	18	4388	157	777	158	+31.5130687	-103.1051127
2763	48	477	288100	13436	1165	61	17642	46	15481	360	2161	371	+30.2150752	-096.4102717
2764	48	479	189900	3900	1027	27	88176	90	81373	678	6803	665	+27.7607987	-099.3407518
2765	48	481	189900	12396	1046	79	17711	54	15890	353	1821	355	+29.2784805	-096.2296745
2766	48	483	106100	15729	970	79	2606	27	1928	99	678	96	+35.3925973	-100.2531046
2767	48	485	153700	5140	1006	32	55750	208	49017	626	6733	601	+33.9882125	-098.7080098
2768	48	487	89400	18524	932	45	5845	24	4778	287	1067	280	+34.0849199	-099.2424397
2769	48	489	73600	13677	809	107	6885	29	5691	181	1194	179	+26.4818607	-097.5947313
2770	48	491	447000	3593	1796	17	262644	281	252323	1054	10321	1075	+30.6490817	-097.6050646
2771	48	493	321300	14778	1069	107	19480	57	18185	307	1295	301	+29.1738830	-098.0867336
2772	48	495	148200	29382	1037	110	3227	27	2762	136	465	135	+31.8328615	-103.0549246
2773	48	497	304900	12837	1299	69	27530	48	25135	439	2395	434	+33.2193461	-097.6529857
2774	48	499	216500	12877	862	70	22388	54	18672	477	3716	480	+32.7835881	-095.3821664
2775	48	501	182600	28154	973	107	3028	10	2612	168	416	168	+33.1623386	-102.8322409
2776	48	503	175800	12936	862	42	8545	27	7643	196	902	195	+33.1587778	-098.6783895
2777	48	505	97100	13417	617	59	6255	16	4565	278	1690	276	+26.9969806	-099.1826027
2778	48	507	98800	17396	548	209	3946	15	3271	195	675	197	+28.8646523	-099.7598304
2779	49	001	283700	23979	981	78	2969	28	2518	105	451	105	+38.3575350	-113.2389481
2780	49	003	403600	10134	1116	57	20760	38	19557	281	1203	276	+41.6226233	-113.0602520
2781	49	005	444400	6812	1213	44	46665	114	44439	427	2226	407	+41.7341179	-111.7453936
2782	49	007	228500	9715	870	42	9669	24	8123	231	1546	235	+39.6732840	-110.5884845
2783	49	009	282300	36752	900	305	1163	65	288	48	875	60	+40.8900990	-109.5057855
2784	49	011	505500	8456	1621	36	120879	82	115919	587	4960	593	+41.0375594	-112.2019434
2785	49	013	283700	11068	1009	56	9028	39	6878	140	2150	142	+40.2893927	-110.4295838
2786	49	015	218700	8625	739	56	4122	22	3453	115	669	114	+39.0090246	-110.7210999
2787	49	017	318100	33410	817	67	3620	34	2042	143	1578	141	+37.8316634	-111.4509074
2788	49	019	538700	45322	1118	388	5424	12	4554	202	870	203	+38.9743261	-109.5734502
2789	49	021	379000	10731	1065	75	23550	37	20157	438	3393	427	+37.9093044	-113.3067405
2790	49	023	425400	24069	907	259	4080	34	3862	89	218	80	+39.7141200	-112.7904710
2791	49	025	410900	46096	1072	169	6422	20	3456	280	2966	278	+37.2750892	-111.8153290
2792	49	027	284700	22031	882	122	5045	29	4357	147	688	148	+38.9567436	-113.1330920
2793	49	029	654900	32784	1492	261	3942	19	3785	92	157	90	+41.0910273	-111.5778846
2794	49	031	264800	19220	950	178	869	65	555	75	314	57	+38.3358805	-112.1293755
2795	49	033	334600	43858	760	386	3373	81	923	88	2450	103	+41.6275976	-111.2402269
2796	49	035	525700	5369	1592	16	449662	178	426245	1549	23417	1534	+40.6678828	-111.9242397
2797	49	037	224200	16689	867	174	5679	39	4555	151	1124	145	+37.6026329	-109.7915741
2798	49	039	347200	14325	954	39	10578	54	8888	252	1690	238	+39.3734262	-111.5769332
2799	49	041	311200	15978	912	68	8831	32	7503	188	1328	190	+38.7468245	-111.8119299
2800	49	043	1067700	52708	1987	189	26549	57	15730	436	10819	437	+40.8720603	-110.9684862
2801	49	045	431600	10142	1189	69	24965	49	23925	283	1040	276	+40.4677525	-113.1239786
2802	49	047	298600	14459	941	32	13838	38	12145	296	1693	297	+40.1258872	-109.5177482
2803	49	049	538700	5787	1541	23	211066	130	203018	813	8048	815	+40.1204177	-111.6685633
2804	49	051	787300	26979	2000	244	16228	64	12880	383	3348	390	+40.3348838	-111.1615683
2805	49	053	510700	14780	1566	56	82189	70	69786	900	12403	897	+37.2625308	-113.4878003
2806	49	055	411800	57453	884	216	1735	36	1156	100	579	113	+38.2598556	-110.9908718
2807	49	057	426700	4815	1379	38	100568	141	94125	690	6443	640	+41.2703252	-111.8768830
2808	50	001	361200	8938	1177	60	17617	56	14966	225	2651	219	+44.0312479	-073.1415807
2809	50	003	279900	10267	1109	45	20903	44	14987	334	5916	334	+43.0353277	-073.1114959
2810	50	005	227900	8819	920	40	16164	32	13091	256	3073	249	+44.4687907	-072.1121676
2811	50	007	439200	7510	1646	31	74888	117	71456	541	3432	515	+44.4633289	-073.0694099
2812	50	009	172500	8240	827	114	4952	31	2823	140	2129	139	+44.7240209	-071.7327362
2813	50	011	306700	9604	1180	57	23019	59	19963	397	3056	405	+44.8589643	-072.9094023
2814	50	013	394100	24617	1425	121	5326	21	3140	155	2186	155	+44.8017867	-073.3007590
2815	50	015	304700	21013	1160	62	14320	53	11923	392	2397	396	+44.6111921	-072.6326590
2816	50	017	271300	12293	1173	66	15078	40	12742	202	2336	196	+44.0033729	-072.3695786
2817	50	019	223400	5133	892	42	16751	59	12072	315	4679	317	+44.8284417	-072.2516300
2818	50	021	229400	6674	1000	49	33991	74	25321	412	8670	398	+43.6123987	-073.0603041
2819	50	023	315000	10197	1163	47	31004	85	25855	417	5149	414	+44.2749694	-072.6094444
2820	50	025	279600	8435	1056	40	30183	63	19784	318	10399	321	+42.9953040	-072.7218771
2821	50	027	296400	13572	1118	40	34846	67	25293	446	9553	441	+43.5724477	-072.5988132
2822	51	001	204300	15794	977	51	22052	46	14446	463	7606	462	+37.7659435	-075.7578073
2823	51	003	495400	13418	1692	33	49159	103	45912	518	3247	508	+38.0241841	-078.5535056
2824	51	005	125800	12256	765	108	7913	35	6383	220	1530	218	+37.7879048	-080.0086690
2825	51	007	282400	18805	1164	227	5815	29	5417	195	398	191	+37.3319271	-077.9774619
2826	51	009	212400	9118	871	71	14364	59	12694	312	1670	320	+37.6293013	-079.1547557
2827	51	011	207600	12438	855	93	7459	23	6639	219	820	219	+37.3707253	-078.8109404
2828	51	013	895000	16854	2322	26	121970	99	112027	978	9943	989	+38.8783374	-077.1007034
2829	51	015	306100	11496	1136	60	33111	45	31083	386	2028	390	+38.1725895	-079.1409749
2830	51	017	206700	38288	736	207	3228	207	1822	140	1406	192	+38.0683679	-079.7312032
2831	51	019	297400	9741	952	48	37484	66	33127	394	4357	388	+37.3122568	-079.5272234
2832	51	021	152100	24384	644	271	3210	19	2376	190	834	186	+37.1306124	-081.1258532
2833	51	023	289200	11996	1035	276	15069	29	13220	344	1849	343	+37.5654822	-079.7975457
2834	51	025	142700	16475	834	80	7957	39	6477	302	1480	309	+36.7642043	-077.8614832
2835	51	027	94900	10570	743	62	10321	31	7530	396	2791	395	+37.2681198	-082.0381508
2836	51	029	173400	13114	927	89	7284	27	6274	229	1010	230	+37.5739280	-078.5291687
2837	51	031	211600	9339	891	44	25533	53	22240	402	3293	393	+37.2101515	-079.0954282
2838	51	033	307700	16115	1293	134	12920	52	11988	264	932	261	+38.0280328	-077.3537363
2839	51	035	156500	6166	738	52	16696	64	12576	384	4120	387	+36.7319632	-080.7278307
2840	51	036	241400	18325	1099	121	3270	198	2911	215	359	73	+37.3610537	-077.0541700
2841	51	037	144100	23255	732	44	5973	30	4704	222	1269	216	+37.0090421	-078.6585682
2842	51	041	366000	3564	1629	25	145709	144	140155	557	5554	569	+37.3784338	-077.5858474
2843	51	043	550100	28489	1371	94	6553	18	5890	210	663	209	+39.1153068	-077.9907479
2844	51	045	189000	16036	713	83	2398	186	1735	185	663	218	+37.4736031	-080.2310507
2845	51	047	409200	12366	1423	60	19773	42	18924	321	849	319	+38.4859303	-077.9564759
2846	51	049	239300	14697	877	25	4736	14	4010	239	726	238	+37.5201891	-078.2528364
2847	51	051	102700	10122	738	58	7362	42	5935	277	1427	278	+37.1367011	-082.3492199
2848	51	053	257800	14702	1224	112	11982	38	10661	351	1321	357	+37.0734984	-077.6354922
2849	51	057	238100	20145	972	67	5811	18	4447	215	1364	211	+37.9363890	-076.9337475
2850	51	059	732800	4766	2276	15	430047	184	414101	1274	15946	1261	+38.8295203	-077.2732524
2851	51	061	573700	13575	1613	115	28621	41	26720	425	1901	418	+38.7440956	-077.8215005
2852	51	063	225400	14412	878	98	7977	20	6627	227	1350	227	+36.9314331	-080.3502662
2853	51	065	314100	17231	1204	159	11495	44	10329	290	1166	295	+37.8305840	-078.2834938
2854	51	067	240400	10259	829	43	28408	48	22999	482	5409	476	+36.9911862	-079.8827149
2855	51	069	386000	9502	1507	101	37288	42	35385	369	1903	380	+39.2036601	-078.2638291
2856	51	071	151100	10948	789	90	8338	32	6698	295	1640	299	+37.3180719	-080.6983210
2857	51	073	331000	15113	1096	68	17309	34	15274	400	2035	397	+37.4035413	-076.5235051
2858	51	075	500600	32408	1614	178	11208	27	10342	258	866	259	+37.7188141	-077.9176263
2859	51	077	150100	9553	765	82	8961	46	6337	237	2624	227	+36.6522288	-081.2153240
2860	51	079	343300	19376	1309	226	8852	29	8032	222	820	216	+38.2979805	-078.4701629
2861	51	081	159400	37528	969	144	4026	33	3199	183	827	182	+36.6803363	-077.5602774
2862	51	083	155700	8454	790	33	17443	37	13613	382	3830	387	+36.7664610	-078.9396142
2863	51	085	400400	7997	1591	63	44589	96	42688	384	1901	380	+37.7602149	-077.4913168
2864	51	087	359200	4237	1541	29	144916	115	137365	837	7551	864	+37.4375205	-077.3003330
2865	51	089	134800	9007	728	36	25404	37	21043	433	4361	436	+36.6206119	-079.9806618
2866	51	091	200000	40223	856	213	1864	113	1003	115	861	101	+38.3662431	-079.5644718
2867	51	093	356500	9856	1359	70	17125	31	15756	326	1369	326	+36.9014184	-076.7075688
2868	51	095	447200	7565	1552	107	34726	49	31990	455	2736	460	+37.3248367	-076.7778878
2869	51	097	231600	19687	1004	101	3511	17	3003	171	508	172	+37.7177719	-076.9055814
2870	51	099	428300	13228	1428	102	10679	44	10133	189	546	181	+38.2771799	-077.1626355
2871	51	101	315700	14033	1166	163	7730	16	7352	155	378	156	+37.7082604	-077.0910539
2872	51	103	327000	24655	1033	52	7496	64	5701	254	1795	247	+37.7048433	-076.4126628
2873	51	105	98900	10129	738	49	10851	29	8527	282	2324	280	+36.7017206	-083.1301117
2874	51	107	743800	9036	2386	44	147003	96	143032	544	3971	555	+39.0812000	-077.6388976
2875	51	109	315300	15486	1220	90	18366	78	15561	432	2805	418	+37.9727041	-077.9597950
2876	51	111	150100	14367	742	121	5908	22	4771	193	1137	193	+36.9455547	-078.2405281
2877	51	113	370300	23921	1166	169	6140	29	5482	172	658	170	+38.4120586	-078.2769614
2878	51	115	360900	26309	1032	324	5493	23	3987	241	1506	242	+37.4253479	-076.2688078
2879	51	117	192600	11020	823	48	19315	37	13569	395	5746	395	+36.6872563	-078.3689592
2880	51	119	352200	38390	1059	132	7153	46	4772	286	2381	277	+37.6069753	-076.5280819
2881	51	121	304600	12531	1240	48	42794	109	36961	702	5833	685	+37.1755376	-080.3877942
2882	51	125	321700	32228	946	40	9995	25	6364	308	3631	310	+37.7890795	-078.8834397
2883	51	127	393600	15738	1721	291	9795	45	9263	232	532	225	+37.5101601	-076.9993305
2884	51	131	316200	40917	829	60	7550	34	5437	237	2113	238	+37.3027754	-075.9240177
2885	51	133	346800	43106	1038	299	9044	28	5640	367	3404	369	+37.8569736	-076.3796872
2886	51	135	167500	11409	972	121	6749	44	5611	211	1138	209	+37.1411668	-078.0538655
2887	51	137	364200	11645	1205	96	16131	26	14856	333	1275	330	+38.2493265	-078.0110923
2888	51	139	233200	12014	879	40	11955	61	9911	340	2044	327	+38.6232085	-078.4918718
2889	51	141	153400	13602	716	38	10023	24	7781	354	2242	356	+36.6671385	-080.2864130
2890	51	143	161400	4768	861	42	29443	52	25020	460	4423	456	+36.8217206	-079.3985019
2891	51	145	416000	14470	1168	261	12021	30	11325	245	696	239	+37.5494041	-077.9128553
2892	51	147	216600	12392	931	77	9209	126	7641	381	1568	326	+37.2248813	-078.4329574
2893	51	149	293400	11532	1594	83	13532	146	12919	261	613	221	+37.1873255	-077.2209931
2894	51	153	530100	6833	2067	34	161852	127	156798	649	5054	650	+38.7011187	-077.4795791
2895	51	155	191700	11763	813	56	17056	38	14456	336	2600	335	+37.0633853	-080.7134439
2896	51	157	506400	94333	1290	403	3865	14	2985	196	880	193	+38.6845215	-078.1688241
2897	51	159	231500	25480	1067	58	3970	21	3177	162	793	166	+37.9428936	-076.7305609
2898	51	161	286000	5167	1224	52	42331	46	39725	394	2606	389	+37.3307920	-080.1912371
2899	51	163	248800	18192	925	85	11361	50	9552	300	1809	301	+37.8145174	-079.4477537
2900	51	165	313000	9071	1160	47	36550	77	32686	401	3864	407	+38.5076118	-078.8853291
2901	51	167	120600	12143	653	50	12761	33	10669	284	2092	293	+36.9334198	-082.0959342
2902	51	169	143000	18446	699	34	11780	24	9127	253	2653	249	+36.7127756	-082.6136238
2903	51	171	294900	11048	984	31	21395	38	17962	424	3433	420	+38.8562040	-078.5739867
2904	51	173	139600	10003	731	35	15080	46	12659	297	2421	303	+36.8423183	-081.5397861
2905	51	175	216200	8280	930	79	7810	51	6868	211	942	217	+36.7200678	-077.1038135
2906	51	177	404900	8244	1779	39	55427	74	52481	387	2946	393	+38.1824314	-077.6572264
2907	51	179	485100	7303	2020	91	54659	83	52326	415	2333	407	+38.4230836	-077.4580475
2908	51	181	238800	20391	983	78	3451	19	2830	172	621	174	+37.1197611	-076.8801717
2909	51	183	183800	22429	907	105	4706	50	3785	171	921	164	+36.9266454	-077.2597319
2910	51	185	118300	5286	795	71	19768	33	16290	438	3478	431	+37.1253949	-081.5629237
2911	51	187	348400	11038	1199	61	17064	44	15339	398	1725	403	+38.9082214	-078.2075940
2912	51	191	214000	9903	854	29	25570	70	22112	378	3458	382	+36.7478138	-081.9503218
2913	51	193	269600	20472	1018	157	11448	21	8149	393	3299	395	+38.1093110	-076.8039326
2914	51	195	118600	6535	790	34	16627	48	13905	356	2722	358	+36.9745607	-082.6215601
2915	51	197	171200	8959	764	48	14030	25	12533	302	1497	300	+36.8998679	-081.0830095
2916	51	199	433200	9582	1827	41	28506	52	26968	326	1538	335	+37.2209139	-076.3955330
2917	51	510	735100	22247	2089	32	80844	100	76096	582	4748	562	+38.8192511	-077.0836695
2918	51	520	184100	11292	801	73	8641	43	7226	292	1415	295	+36.6169541	-082.1575641
2919	51	530	156200	14139	1112	127	2949	15	2554	153	395	156	+37.7293448	-079.3581337
2920	51	540	486700	16002	1540	63	21610	86	19815	385	1795	369	+38.0376579	-078.4853806
2921	51	550	378400	5621	1586	39	96816	135	93626	629	3190	594	+36.6793761	-076.3017884
2922	51	570	246600	9956	1234	76	8114	23	7530	198	584	200	+37.2616846	-077.3968043
2923	51	580	83500	5761	794	219	3035	12	2576	118	459	118	+37.7810603	-079.9854337
2924	51	590	119100	6595	836	32	22376	34	19066	382	3310	382	+36.5833337	-079.4080707
2925	51	595	148500	21557	1037	98	2726	245	2157	226	569	200	+36.6961820	-077.5359753
2926	51	600	722600	27332	2245	107	9313	23	9155	117	158	113	+38.8531833	-077.2990252
2927	51	610	1055600	60266	2190	104	6585	26	6273	145	312	149	+38.8847220	-077.1756027
2928	51	620	256600	27270	988	87	3910	15	3454	229	456	230	+36.6840142	-076.9413956
2929	51	630	483700	24982	1619	66	12419	47	11720	206	699	199	+38.2992718	-077.4866583
2930	51	640	141300	23066	743	65	3214	207	2763	234	451	149	+36.6656397	-080.9143083
2931	51	650	245700	4742	1427	35	62588	106	58057	609	4531	610	+37.0479606	-076.2972931
2932	51	660	299100	12261	1184	52	18667	70	17360	299	1307	289	+38.4362547	-078.8733028
2933	51	670	181600	14250	1106	44	10448	26	9255	323	1193	325	+37.2910098	-077.2989443
2934	51	678	275200	46191	1081	182	2808	226	2187	236	621	206	+37.7823316	-079.4443196
2935	51	680	229800	7235	1073	29	34208	92	28701	574	5507	575	+37.3990161	-079.1954582
2936	51	683	449900	13897	1850	56	14505	23	14203	165	302	162	+38.7468077	-077.4826328
2937	51	685	395900	20226	2146	89	5569	19	5193	194	376	190	+38.7693983	-077.4423230
2938	51	690	98400	27859	808	32	7035	22	5711	245	1324	244	+36.6835269	-079.8636475
2939	51	700	260600	5844	1339	25	82052	231	76112	550	5940	518	+37.0761357	-076.5219802
2940	51	710	289900	5479	1321	27	103524	282	94965	721	8559	692	+36.9230149	-076.2446413
2941	51	720	110000	29919	692	51	1764	170	1605	161	159	100	+36.9315489	-082.6259960
2942	51	730	189000	18119	1174	44	18075	24	15138	401	2937	405	+37.2047302	-077.3923681
2943	51	735	400300	23247	1707	129	4971	21	4728	108	243	108	+37.1283599	-076.3035337
2944	51	740	246900	5361	1300	26	43318	67	40288	452	3030	454	+36.8593388	-076.3569725
2945	51	750	220700	21395	1033	106	6459	35	5540	249	919	241	+37.1201194	-080.5591473
2946	51	760	353000	7576	1372	20	114293	103	104321	766	9972	780	+37.5313990	-077.4760085
2947	51	770	190500	6503	996	30	49106	50	43575	640	5531	646	+37.2784580	-079.9581739
2948	51	775	258600	12481	1133	59	11112	34	10256	223	856	221	+37.2853329	-080.0552407
2949	51	790	259200	11843	1024	69	12397	32	11309	278	1088	271	+38.1579778	-079.0618761
2950	51	800	347400	5812	1563	58	40499	51	37908	357	2591	358	+36.6971573	-076.6347808
2951	51	810	382500	3757	1714	19	191294	178	179851	907	11443	826	+36.7795254	-076.0291418
2952	51	820	245500	11339	1020	68	10510	38	9841	313	669	318	+38.0671571	-078.9014197
2953	51	830	428100	30763	1407	95	5799	39	5020	242	779	227	+37.2694810	-076.7081925
2954	51	840	343000	19190	1315	78	12541	39	11492	329	1049	324	+39.1738688	-078.1763562
